lot_area,mas_vnr_area,total_bsmt_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,garage_area,wood_deck_sf,open_porch_sf,screen_porch,misc_val,land_slope,overall_qual,overall_cond,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,heating_qc,kitchen_qual,functional,fireplace_qu,garage_finish,pool_qc,saleprice,years_since_built,years_since_remod,ms_subclass_20,ms_subclass_120,ms_subclass_30,ms_subclass_70,ms_subclass_160,ms_subclass_75,ms_subclass_180,ms_zoning_RM,ms_zoning_C (all),land_contour_HLS,land_contour_Bnk,lot_config_Corner,lot_config_CulDSac,roof_style_Hip,roof_style_Gambrel,roof_style_Mansard,roof_matl_CompShg,roof_matl_WdShngl,exterior_1st_HdBoard,exterior_1st_Wd Sdng,exterior_1st_CemntBd,exterior_1st_BrkFace,exterior_1st_Stucco,foundation_PConc,heating_Wall,garage_type_Basment,misc_feature_Shed,misc_feature_Gar2,misc_feature_Othr,sale_type_New,sale_type_COD,sale_type_Con,neighborhood_NAmes,neighborhood_OldTown,neighborhood_Edwards,neighborhood_Somerst,neighborhood_NridgHt,neighborhood_Mitchel,neighborhood_BrkSide,neighborhood_Crawfor,neighborhood_NoRidge,neighborhood_StoneBr,neighborhood_NPkVill,neighborhood_GrnHill
8814,80.0,1274.0,1274,1.0,2,0,3,1,508.0,264,98,0,0,3,7,5,4,4,3,1,5,4,8,0,2,0,203000,15,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9849,0.0,1689.0,1689,0.0,2,0,3,1,954.0,0,56,0,0,3,7,6,4,4,3,3,5,4,8,0,2,0,248328,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14463,406.0,1641.0,1641,1.0,2,0,3,1,885.0,0,95,0,0,3,9,5,5,5,3,4,5,5,8,0,3,0,316500,12,12,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,0.0,570.0,1079,0.0,1,0,2,1,249.0,135,0,0,0,3,7,5,3,3,3,1,3,3,8,4,1,0,125600,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9750,164.0,984.0,984,1.0,1,0,2,1,308.0,0,0,0,0,3,5,6,3,3,3,1,4,2,8,0,1,0,110000,61,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6000,0.0,960.0,960,0.0,1,0,2,1,308.0,0,0,0,0,3,4,4,3,3,3,1,4,2,8,0,1,0,108500,100,70,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8712,0.0,540.0,1044,0.0,1,0,2,1,504.0,0,0,0,54,2,5,5,2,3,3,3,3,2,8,0,1,0,55993,68,68,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11851,0.0,1027.0,1633,0.0,1,0,3,1,240.0,0,100,0,0,3,5,7,3,3,3,1,5,4,8,4,1,0,129000,72,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13811,72.0,1112.0,1137,1.0,2,0,2,1,551.0,125,0,0,0,3,6,6,3,4,4,1,4,4,8,3,1,0,176000,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143,295.0,1380.0,1380,0.0,1,1,3,1,364.0,0,0,216,0,3,6,7,3,3,3,1,2,3,8,0,1,0,154000,57,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18265,228.0,1256.0,1256,0.0,2,0,3,1,578.0,282,0,0,0,3,6,5,4,4,4,3,5,4,8,2,1,0,180000,34,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,0.0,1142.0,1142,1.0,1,1,3,1,528.0,536,90,0,0,3,5,5,3,4,3,1,3,3,8,1,3,0,134000,44,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12615,0.0,1202.0,2158,1.0,2,0,4,1,576.0,0,29,0,0,3,6,7,3,3,4,3,3,4,8,4,1,0,243000,70,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14536,236.0,1616.0,1629,1.0,2,0,3,1,808.0,0,252,0,0,3,8,5,4,4,3,3,5,4,8,4,3,0,270000,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,0.0,1084.0,1080,0.0,1,1,3,1,484.0,120,0,0,0,3,6,5,3,3,3,1,3,3,8,0,1,0,134000,37,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9900,256.0,1347.0,2646,1.0,2,1,4,1,656.0,340,60,0,0,2,7,5,4,4,3,4,5,4,8,3,2,0,260000,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8333,0.0,738.0,1491,0.0,2,1,3,1,484.0,100,30,0,0,3,7,5,4,4,3,1,4,4,8,4,2,0,168675,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10147,32.0,392.0,1694,0.0,2,1,3,1,398.0,256,64,0,0,3,6,5,3,4,3,1,4,3,8,3,3,0,160000,26,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5914,0.0,684.0,1080,0.0,1,0,3,1,0.0,0,165,0,0,3,5,9,3,2,3,1,4,4,8,0,0,0,95000,130,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11646,0.0,704.0,1422,0.0,2,1,3,1,440.0,36,28,0,0,3,6,5,4,4,3,3,5,4,8,4,3,0,173000,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,0.0,1293.0,1301,1.0,2,0,2,1,572.0,216,121,0,0,3,7,5,4,4,4,1,5,4,8,4,2,0,187750,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20544,123.0,791.0,2093,0.0,2,1,3,1,542.0,364,63,0,0,3,7,6,3,4,3,1,4,3,8,3,3,0,215000,34,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9981,340.0,1073.0,1073,0.0,1,0,3,1,270.0,0,90,0,0,3,5,5,3,3,3,2,4,3,8,0,2,0,120000,53,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8251,143.0,1494.0,1506,1.0,2,0,3,1,672.0,192,35,0,0,3,7,5,4,4,4,3,5,4,8,4,2,0,249000,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10140,264.0,1334.0,1334,1.0,2,0,3,1,477.0,0,20,264,0,3,7,6,3,3,3,1,4,3,8,0,2,0,164500,53,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8239,0.0,0.0,1295,0.0,2,0,2,1,312.0,0,0,0,0,3,7,5,4,0,0,0,4,4,8,0,2,0,230000,34,34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5700,0.0,672.0,1344,1.0,1,1,3,1,456.0,0,0,0,0,3,7,6,3,3,3,1,4,4,8,4,1,0,140000,91,30,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7200,0.0,732.0,732,1.0,1,0,2,1,240.0,0,68,0,0,3,5,7,3,3,4,1,3,3,8,0,1,0,118900,68,68,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9178,0.0,1468.0,1468,0.0,2,0,3,1,904.0,192,142,0,0,3,8,5,4,4,3,3,5,4,8,4,2,0,239900,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,0.0,1069.0,1069,0.0,2,0,2,1,440.0,0,55,225,0,3,6,5,3,4,3,1,4,3,8,1,2,0,146300,45,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4224,0.0,1040.0,1040,0.0,1,0,3,1,499.0,0,100,0,0,3,5,6,3,4,3,1,4,3,8,0,1,0,124000,45,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11235,0.0,925.0,999,1.0,1,0,3,1,308.0,40,176,0,0,3,5,5,3,4,3,3,3,3,8,0,1,0,130000,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8450,108.0,1349.0,1349,0.0,2,0,3,1,539.0,120,55,0,0,3,7,5,3,4,3,1,5,3,8,0,1,0,179000,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11851,0.0,1424.0,1442,0.0,2,0,3,1,500.0,0,34,0,0,3,7,5,3,4,3,1,5,3,8,0,2,0,180500,30,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,0.0,747.0,747,0.0,1,0,2,1,220.0,0,0,0,0,3,4,6,3,3,3,1,3,3,8,0,1,0,80000,75,70,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9262,194.0,1573.0,1578,0.0,2,0,3,1,840.0,0,36,0,0,3,8,5,4,4,3,1,5,5,8,4,3,0,287090,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12702,0.0,0.0,882,0.0,1,0,2,1,308.0,0,45,0,0,3,5,5,3,0,0,0,4,3,8,0,1,0,97000,64,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2938,40.0,1368.0,1511,1.0,2,0,2,1,398.0,130,30,0,0,3,7,5,4,4,3,3,5,4,8,3,3,0,246990,18,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18160,138.0,1302.0,1128,1.0,1,0,3,1,480.0,0,108,0,0,3,6,6,3,3,3,3,2,3,8,3,1,0,154204,56,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11355,125.0,1312.0,1312,0.0,1,1,3,1,495.0,0,304,0,6500,3,7,7,3,3,3,1,5,3,8,4,2,0,186000,62,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1680,356.0,630.0,1302,0.0,2,1,3,1,264.0,0,0,0,0,3,5,5,3,3,3,1,3,3,8,0,1,0,111750,48,48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14300,1095.0,2846.0,2696,1.0,2,1,3,1,958.0,220,150,0,0,2,9,5,5,5,3,4,5,5,8,4,3,0,500000,17,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10616,0.0,628.0,1356,0.0,2,1,3,1,484.0,100,24,0,0,3,7,5,4,4,3,1,5,4,8,4,3,0,177439,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11308,154.0,1104.0,2184,1.0,2,1,3,1,836.0,0,102,0,0,3,9,5,5,5,3,3,5,5,8,4,3,0,335000,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10480,660.0,803.0,1964,0.0,2,1,4,1,483.0,0,69,0,0,3,7,6,3,3,3,1,3,3,8,4,2,0,205000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,0.0,1312.0,1321,1.0,1,0,1,1,484.0,0,64,0,0,3,8,5,4,4,3,4,4,4,8,3,2,0,212000,30,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3811,186.0,1594.0,1646,1.0,2,0,2,1,525.0,128,53,155,0,2,8,5,4,5,3,4,5,4,8,4,3,0,246000,16,15,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10825,174.0,1260.0,1260,1.0,2,0,3,1,598.0,152,0,0,0,3,7,7,4,4,3,2,3,3,8,0,1,0,181900,37,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,0.0,926.0,1316,1.0,1,0,3,1,484.0,0,0,0,0,3,5,7,3,3,3,1,3,3,8,0,1,0,130000,91,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9600,0.0,264.0,1432,0.0,2,0,2,1,360.0,270,0,0,0,3,5,7,3,2,2,1,5,3,8,0,1,0,132000,110,18,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9317,0.0,779.0,1958,1.0,2,1,3,1,499.0,202,93,0,0,3,7,5,4,4,4,1,5,4,8,3,2,0,220000,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11838,0.0,1753.0,1788,0.0,2,0,3,1,522.0,202,151,0,0,3,8,5,4,4,3,3,5,5,8,3,2,0,236500,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,110.0,832.0,1935,1.0,2,1,3,1,552.0,0,150,0,0,3,8,5,4,4,3,1,5,3,8,0,3,0,263435,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6876,0.0,1272.0,1969,0.0,2,0,4,1,400.0,0,34,0,0,3,6,6,3,3,3,1,3,3,7,4,1,0,141000,82,62,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8396,196.0,847.0,1986,0.0,2,1,4,1,434.0,120,48,0,0,3,7,5,4,4,3,1,5,4,8,4,3,0,213000,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9803,0.0,1214.0,1214,0.0,2,0,2,1,520.0,0,25,0,0,3,7,5,4,4,3,1,5,4,8,0,2,0,179781,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,176.0,1342.0,1342,1.0,2,0,2,1,550.0,0,35,0,0,3,8,5,4,4,3,1,5,4,8,4,3,0,234250,14,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15498,0.0,1565.0,2898,1.0,2,0,2,1,665.0,0,72,0,0,3,8,6,4,4,3,3,3,4,8,4,3,0,287000,44,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12891,0.0,870.0,2004,1.0,2,1,4,1,644.0,0,48,0,0,3,8,5,4,5,3,1,5,4,8,4,3,0,257500,18,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6180,0.0,960.0,986,0.0,1,0,2,1,180.0,0,128,0,0,3,6,5,3,3,3,1,3,3,8,4,1,0,102000,94,70,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7449,0.0,637.0,1108,0.0,1,0,3,1,280.0,0,0,0,0,3,7,7,3,3,3,1,5,4,8,4,1,0,139400,90,70,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,0.0,672.0,1214,0.0,1,0,3,1,936.0,216,0,0,0,3,3,4,3,3,3,1,3,3,8,0,1,0,105000,105,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15865,0.0,2217.0,2217,1.0,2,0,4,1,621.0,81,207,224,0,2,8,6,4,3,4,4,5,4,8,3,1,0,268000,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19690,0.0,697.0,2201,0.0,2,0,4,1,432.0,586,236,0,0,3,6,7,4,4,3,3,3,4,8,4,1,4,274970,54,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3182,16.0,1220.0,1220,0.0,2,0,2,1,397.0,100,16,0,0,3,7,5,4,4,3,3,5,4,8,4,3,0,180000,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,0.0,689.0,1378,0.0,2,0,3,1,360.0,0,0,0,0,3,7,9,3,3,3,1,5,4,8,4,1,0,161000,92,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11100,0.0,0.0,930,0.0,1,0,2,1,308.0,0,0,0,0,3,4,7,3,0,0,0,5,4,8,0,1,0,84900,74,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13587,0.0,988.0,988,1.0,1,0,2,1,264.0,0,0,0,0,3,5,5,3,3,3,3,3,3,8,0,1,0,119000,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11447,674.0,1964.0,1964,1.0,2,1,3,1,892.0,0,265,0,0,3,8,5,4,5,3,3,5,4,8,4,3,0,370000,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7242,0.0,1270.0,1270,0.0,2,0,2,1,524.0,0,96,0,0,3,7,5,4,4,3,1,5,4,8,0,2,0,175900,15,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7018,0.0,0.0,2240,0.0,2,0,6,2,528.0,154,0,0,0,3,5,5,3,0,0,0,3,3,8,0,1,0,142953,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466,0.0,1494.0,1494,1.0,1,1,1,1,478.0,0,30,217,0,3,8,5,4,4,3,4,5,4,8,4,3,0,279700,26,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400,0.0,1179.0,1364,0.0,1,1,3,1,331.0,0,60,0,0,3,5,5,3,2,3,2,4,3,8,4,2,0,132000,63,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11050,204.0,1440.0,2153,1.0,2,1,3,1,736.0,253,142,0,0,3,9,5,4,5,3,2,5,5,8,5,3,0,313000,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11040,0.0,637.0,1336,0.0,1,1,3,1,570.0,0,47,0,0,2,4,6,3,3,3,1,4,3,8,0,1,0,108000,100,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,92.0,746.0,1656,0.0,2,1,3,1,397.0,178,128,0,0,3,7,5,4,4,3,1,5,4,8,4,3,0,165400,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12438,68.0,781.0,1499,0.0,2,1,3,1,473.0,413,91,0,0,3,6,5,4,4,3,1,5,4,8,3,2,0,187000,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15138,506.0,1462.0,2794,1.0,2,1,4,1,810.0,0,146,0,0,3,8,5,4,4,3,1,5,5,8,3,3,0,403000,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12046,298.0,848.0,2030,0.0,2,1,4,1,551.0,0,224,0,0,3,6,6,3,3,3,1,3,4,8,3,3,0,195000,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,291.0,1218.0,1254,1.0,1,0,3,1,525.0,0,0,168,0,3,6,5,3,3,3,3,3,3,8,4,2,0,158500,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11367,210.0,1065.0,1989,1.0,2,1,3,1,586.0,199,60,0,0,3,8,5,4,4,3,2,5,4,8,4,3,0,255000,18,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26073,0.0,1898.0,1898,0.0,2,1,3,1,484.0,0,51,0,0,3,5,5,3,3,3,1,5,3,8,3,1,0,236500,64,64,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7150,52.0,988.0,988,1.0,1,0,3,1,360.0,0,0,0,0,3,5,6,3,3,3,1,3,3,8,0,1,0,129250,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
